,totalTravelTimeInSec,totalPrice,totalNumberOfChanges,totalWalkingDistance,totalWaitingTime,odPair_id,sourceName,targetName
min,480.0,0.8551160376039061,0.0,0.0,0.0,12-13,Essen,Gelsenkirchen
mean,839.4444444444445,2.0753620107440116,0.0,0.07493728493105119,0.0,12-13,Essen,Gelsenkirchen
max,1415.0,3.825187115668229,0.0,0.29974913972420464,0.0,12-13,Essen,Gelsenkirchen
min,2476.0,14.301295553029355,0.0,0.0,0.0,28-8,Wuppertal,Duisburg
mean,9052.205263157895,19.961140145480574,1.431578947368421,0.24151915384262454,1696.1368421052632,28-8,Wuppertal,Duisburg
max,22771.0,29.048459451760554,2.0,0.617015282746774,14949.0,28-8,Wuppertal,Duisburg
min,2816.0,15.037721220390141,0.0,0.0,0.0,23-28,Oberhausen,Wuppertal
mean,6719.781818181818,19.396791933008046,1.0909090909090908,0.13102627360057842,756.6272727272727,23-28,Oberhausen,Wuppertal
max,9960.0,28.801281975973613,3.0,0.5146135637921686,2689.0,23-28,Oberhausen,Wuppertal
min,1897.0,2.490261036159712,0.0,0.0,0.0,7-13,Dortmund,Gelsenkirchen
mean,4856.748201438849,7.9950226440959025,0.5683453237410072,0.14122441213122977,1364.8992805755395,7-13,Dortmund,Gelsenkirchen
max,14940.0,12.93581417952467,1.0,0.35957023126412835,13140.0,7-13,Dortmund,Gelsenkirchen
min,1560.0,9.929586468129813,0.0,0.0,0.0,18-28,Köln,Wuppertal
mean,1865.2363636363636,11.592723956816723,0.0,0.0,0.0,18-28,Köln,Wuppertal
max,3038.0,17.127642698887545,0.0,0.0,0.0,18-28,Köln,Wuppertal
min,3867.0,24.465489954180303,0.0,0.0,0.0,1-9,Aachen,Düsseldorf
mean,10109.41958041958,41.08464057044135,1.083916083916084,0.13740116491403795,1632.2937062937062,1-9,Aachen,Düsseldorf
max,33599.0,141.64579664117002,2.0,0.6260941117283854,24389.0,1-9,Aachen,Düsseldorf
min,10301.0,13.0,0.0,0.0,0.0,22-17,Nürnberg,Karlsruhe
mean,12180.559322033898,56.12385632913357,0.3050847457627119,0.10822295358539911,214.97175141242937,22-17,Nürnberg,Karlsruhe
max,16080.0,106.84230034729134,1.0,0.4464297104348651,4440.0,22-17,Nürnberg,Karlsruhe
min,9600.0,23.19732134830111,0.0,0.0,0.0,13-20,Gelsenkirchen,Mannheim
mean,17899.924623115578,64.0509459030913,1.5041876046901173,0.01344856167722462,1854.539363484087,13-20,Gelsenkirchen,Mannheim
max,41880.0,235.0537119105431,2.0,0.09555203814495188,20635.0,13-20,Gelsenkirchen,Mannheim
min,4187.0,8.423590186297886,0.0,0.0,0.0,29-2,Würzburg,Bamberg
mean,4804.25,19.55879944789681,0.125,0.1359081951798991,0.0,29-2,Würzburg,Bamberg
max,5642.0,44.493669721334975,1.0,0.3374272432052667,0.0,29-2,Würzburg,Bamberg
min,5820.0,19.66849596562011,0.0,0.0,0.0,20-27,Mannheim,Ulm
mean,14047.073170731708,36.60993884287952,0.8048780487804879,0.09656868265849325,2199.6341463414633,20-27,Mannheim,Ulm
max,30287.0,65.03823932189576,2.0,0.4399239987775809,16831.0,20-27,Mannheim,Ulm
min,840.0,6.306706969312318,0.0,0.0,0.0,14-28,Hagen,Wuppertal
mean,1033.7837837837837,6.818873411946134,0.0,0.0,0.0,14-28,Hagen,Wuppertal
max,1905.0,9.465066698887552,0.0,0.0,0.0,14-28,Hagen,Wuppertal
min,13500.0,34.13174263000947,0.0,0.0,0.0,20-24,Mannheim,Osnabrück
mean,23043.522911051212,77.82793850460705,0.7412398921832885,0.2581740648309071,1368.121293800539,20-24,Mannheim,Osnabrück
max,37637.0,209.5335221903169,1.0,0.6076547390672751,10200.0,20-24,Mannheim,Osnabrück
min,5547.0,29.19073234559033,0.0,0.0,0.0,1-23,Aachen,Oberhausen
mean,16902.336996336995,37.57427927318645,2.021978021978022,0.17899814185734708,3670.065934065934,1-23,Aachen,Oberhausen
max,22346.0,152.0572291904006,3.0,0.414242284369868,12989.0,1-23,Aachen,Oberhausen
min,9408.0,10.656336186748717,0.0,0.0,0.0,16-5,Heidelberg,Bonn
mean,12664.378378378378,36.58207524640206,0.7837837837837838,0.2243784322687195,974.277027027027,16-5,Heidelberg,Bonn
max,21480.0,79.14409127986923,2.0,0.6317246641289922,10680.0,16-5,Heidelberg,Bonn
min,1380.0,5.436328256272472,0.0,0.0,0.0,17-20,Karlsruhe,Mannheim
mean,2324.8076923076924,12.007438483852772,0.0,0.15489073710168252,0.0,17-20,Karlsruhe,Mannheim
max,3714.0,20.77757460190308,0.0,0.5753084520919638,0.0,17-20,Karlsruhe,Mannheim
min,12060.0,21.018425710820026,0.0,0.0,0.0,7-17,Dortmund,Karlsruhe
mean,18154.241975308643,74.17046287343143,0.7703703703703704,0.22706223750006743,499.23703703703706,7-17,Dortmund,Karlsruhe
max,26939.0,119.12590497085293,1.0,0.8257195782603788,8645.0,7-17,Dortmund,Karlsruhe
min,12600.0,43.01139097754506,0.0,0.0,0.0,10-27,Erfurt,Ulm
mean,22811.063829787236,102.81063166731698,0.7446808510638298,0.03193242123242936,3004.255319148936,10-27,Erfurt,Ulm
max,42643.0,149.5402839211029,1.0,0.16675819976935327,21584.0,10-27,Erfurt,Ulm
min,540.0,2.012066592722769,0.0,0.0,0.0,23-13,Oberhausen,Gelsenkirchen
mean,1323.4444444444443,3.9449907097910275,0.3333333333333333,0.07429084070316076,41.666666666666664,23-13,Oberhausen,Gelsenkirchen
max,2613.0,6.917553071131616,1.0,0.2971633628126429,300.0,23-13,Oberhausen,Gelsenkirchen
min,6960.0,34.67954976614127,0.0,0.0,0.0,29-21,Würzburg,München
mean,14885.906614785992,58.06621869796267,0.9202334630350194,0.06520544178775102,891.011673151751,29-21,Würzburg,München
max,34072.0,83.46943480823707,3.0,0.5718596206653955,8342.0,29-21,Würzburg,München
min,9658.0,19.0,0.0,0.0,0.0,15-9,Hamburg,Düsseldorf
mean,14171.029535864978,54.71890328014977,0.6329113924050633,0.10527772335045812,349.51476793248946,15-9,Hamburg,Düsseldorf
max,18023.0,119.5318989477108,2.0,0.3750381017540258,3630.0,15-9,Hamburg,Düsseldorf
min,10020.0,25.12621635888081,0.0,0.0,0.0,15-7,Hamburg,Dortmund
mean,22824.20731707317,51.97118965263967,0.8292682926829268,0.21644334284647215,2606.798780487805,15-7,Hamburg,Dortmund
max,50155.0,103.06261110469102,1.0,0.8409668302376924,27051.0,15-7,Hamburg,Dortmund
min,9720.0,20.12446375155913,0.0,0.0,0.0,20-22,Mannheim,Nürnberg
mean,11875.108108108108,63.89925983583575,0.6486486486486487,0.11012056748945943,464.86486486486484,20-22,Mannheim,Nürnberg
max,18060.0,88.40077336272059,1.0,0.6111691495664995,6420.0,20-22,Mannheim,Nürnberg
min,10560.0,17.84534229126252,0.0,0.0,0.0,20-21,Mannheim,München
mean,13630.855633802817,73.83603481296612,0.5352112676056338,0.019770886497036812,677.4823943661971,20-21,Mannheim,München
max,19912.0,102.66517808467728,1.0,0.20796043574660955,4943.0,20-21,Mannheim,München
min,5160.0,15.0,0.0,0.0,0.0,18-20,Köln,Mannheim
mean,8939.076923076924,48.843825325357095,0.34065934065934067,0.014175302362163187,81.42857142857143,18-20,Köln,Mannheim
max,12668.0,73.15103651406528,1.0,0.09555203814495188,2160.0,18-20,Köln,Mannheim
min,4320.0,10.435079139529837,0.0,0.0,0.0,3-19,Berlin,Leipzig
mean,9630.564102564103,27.754906269692682,0.7948717948717948,0.1848247498590136,1058.9871794871794,3-19,Berlin,Leipzig
max,41022.0,55.92917109634928,1.0,0.38351567341117226,33127.0,3-19,Berlin,Leipzig
min,2186.0,6.0833762396980475,0.0,0.0,0.0,4-14,Bochum,Hagen
mean,2953.246753246753,8.633457649307292,0.8441558441558441,0.08025097874795988,279.0194805194805,4-14,Bochum,Hagen
max,6300.0,11.637579519420662,1.0,0.31688848018425153,4500.0,4-14,Bochum,Hagen
min,5820.0,12.183632843819055,0.0,0.0,0.0,6-29,Darmstadt,Würzburg
mean,11339.176991150442,26.712041439074227,0.8938053097345132,0.10651974016174169,1910.1504424778761,6-29,Darmstadt,Würzburg
max,30249.0,41.96183063668185,1.0,0.3475138524474588,22500.0,6-29,Darmstadt,Würzburg
min,9842.0,24.95849055809289,0.0,0.0,0.0,15-8,Hamburg,Duisburg
mean,24751.65268065268,44.290794754879485,1.0885780885780887,0.23609132462296747,4528.347319347319,15-8,Hamburg,Duisburg
max,49788.0,112.37507948386164,2.0,0.5482283737672481,31905.0,15-8,Hamburg,Duisburg
min,10906.0,22.98563364091044,0.0,0.0,0.0,6-23,Darmstadt,Oberhausen
mean,15974.18918918919,41.73090412555038,0.6756756756756757,0.1513944163562173,1186.4864864864865,6-23,Darmstadt,Oberhausen
max,19423.0,82.63785470799682,1.0,0.3111996336211135,4500.0,6-23,Darmstadt,Oberhausen
min,5220.0,21.398359518938427,0.0,0.0,0.0,19-2,Leipzig,Bamberg
mean,17667.063291139242,45.31045503152356,0.5949367088607594,0.16508939342370868,1705.0632911392406,19-2,Leipzig,Bamberg
max,29068.0,75.53854685874309,1.0,0.372630345156371,16200.0,19-2,Leipzig,Bamberg
min,2531.0,4.331635906589672,0.0,0.0,0.0,7-23,Dortmund,Oberhausen
mean,3193.95,10.30282795363682,0.25,0.10218208604635728,41.25,7-23,Dortmund,Oberhausen
max,3817.0,16.00650652047574,1.0,0.30276173643365123,900.0,7-23,Dortmund,Oberhausen
min,5700.0,12.47640922411807,0.0,0.0,0.0,7-5,Dortmund,Bonn
mean,7368.743119266055,24.878058682524248,0.44036697247706424,0.02199736832495827,519.7706422018349,7-5,Dortmund,Bonn
max,12817.0,36.54144629931381,1.0,0.17760838129040374,6750.0,7-5,Dortmund,Bonn
min,6398.0,14.39937834448815,0.0,0.0,0.0,14-1,Hagen,Aachen
mean,15555.403921568628,27.721986647549556,1.384313725490196,0.26416337931732925,3429.494117647059,14-1,Hagen,Aachen
max,32326.0,59.938888451529074,2.0,0.5790593389247191,22310.0,14-1,Hagen,Aachen
min,15120.0,19.0,0.0,0.0,0.0,22-5,Nürnberg,Bonn
mean,15769.658536585366,82.06739095711389,0.6341463414634146,0.046742216777224316,365.8536585365854,22-5,Nürnberg,Bonn
max,16953.0,125.04059258091726,2.0,0.21293676531846625,2700.0,22-5,Nürnberg,Bonn
min,12960.0,30.146259795863408,0.0,0.0,0.0,22-9,Nürnberg,Düsseldorf
mean,26154.056653491436,76.84365355969759,1.3544137022397893,0.20021826613655747,2970.478260869565,22-9,Nürnberg,Düsseldorf
max,60572.0,133.52473281799104,2.0,0.6277991804825238,42067.0,22-9,Nürnberg,Düsseldorf
min,1885.0,9.757367379911893,0.0,0.0,0.0,9-28,Düsseldorf,Wuppertal
mean,6211.868217054263,14.4281834656371,0.813953488372093,0.09517180322928656,1268.8372093023256,9-28,Düsseldorf,Wuppertal
max,15179.0,18.31025064775997,1.0,0.3540777311885008,11565.0,9-28,Düsseldorf,Wuppertal
min,6060.0,13.207031089144008,0.0,0.0,0.0,21-2,München,Bamberg
mean,14466.0,45.560513186522066,0.7377049180327869,0.2797636846463808,2044.672131147541,21-2,München,Bamberg
max,27818.0,68.77422696278136,1.0,0.7799394809862723,13758.0,21-2,München,Bamberg
min,9303.0,11.0,0.0,0.0,0.0,5-16,Bonn,Heidelberg
mean,10454.607476635514,43.86224245490276,0.6822429906542056,0.1625371573905524,479.9065420560748,5-16,Bonn,Heidelberg
max,14280.0,81.30289435457523,2.0,0.6317246641289922,4200.0,5-16,Bonn,Heidelberg
min,4200.0,9.917248425935707,0.0,0.0,0.0,6-17,Darmstadt,Karlsruhe
mean,4623.445544554455,21.111151211970117,0.0,0.12054602351274547,0.0,6-17,Darmstadt,Karlsruhe
max,5124.0,33.226982306268944,0.0,0.4509314212884185,0.0,6-17,Darmstadt,Karlsruhe
min,4367.0,13.771926554607875,0.0,0.0,0.0,26-16,Stuttgart,Heidelberg
mean,7353.130630630631,28.535042120303874,0.8918918918918919,0.27525014990018076,738.6981981981982,26-16,Stuttgart,Heidelberg
max,33467.0,142.19902418199098,1.0,0.6483546950450165,8877.0,26-16,Stuttgart,Heidelberg
min,8280.0,28.12644753446005,0.0,0.0,0.0,27-6,Ulm,Darmstadt
mean,20780.535714285714,38.853628239607254,1.3571428571428572,0.10316924510621163,4255.6547619047615,27-6,Ulm,Darmstadt
max,49997.0,77.495142206269,2.0,0.29581709217300795,33465.0,27-6,Ulm,Darmstadt
min,9000.0,24.018425710820022,0.0,0.0,0.0,17-9,Karlsruhe,Düsseldorf
mean,14204.853488372093,69.78007738951712,0.7069767441860465,0.14397126221543738,761.1093023255814,17-9,Karlsruhe,Düsseldorf
max,25759.0,102.78589483445278,1.0,0.5919384830079881,10674.0,17-9,Karlsruhe,Düsseldorf
min,2160.0,6.0,0.0,0.0,0.0,17-26,Karlsruhe,Stuttgart
mean,3027.714285714286,14.465076447088466,0.0,0.09278057517759879,0.0,17-26,Karlsruhe,Stuttgart
max,4511.0,23.99411262183037,0.0,0.4329760174954607,0.0,17-26,Karlsruhe,Stuttgart
min,7684.0,19.0,0.0,0.0,0.0,20-8,Mannheim,Duisburg
mean,15269.468354430379,60.182843127238705,1.2215189873417722,0.1877372692730035,1717.5379746835442,20-8,Mannheim,Duisburg
max,31983.0,94.71040258359122,2.0,0.590618124097156,23515.0,20-8,Mannheim,Duisburg
min,2100.0,4.44335448922986,0.0,0.0,0.0,9-4,Düsseldorf,Bochum
mean,3103.73417721519,12.086396386957484,0.0,0.10920466611631313,0.0,9-4,Düsseldorf,Bochum
max,5435.0,18.650175974220293,0.0,0.4663334390912834,0.0,9-4,Düsseldorf,Bochum
min,2160.0,5.0,0.0,0.0,0.0,26-17,Stuttgart,Karlsruhe
mean,3108.5555555555557,14.202919022810748,0.0,0.0815479733693925,0.0,26-17,Stuttgart,Karlsruhe
max,4434.0,23.868355432240854,0.0,0.32619189347757005,0.0,26-17,Stuttgart,Karlsruhe
min,11640.0,25.0,0.0,0.0,0.0,21-19,München,Leipzig
mean,14032.8125,107.8808562511498,0.28125,0.062008493278254105,28.125,21-19,München,Leipzig
max,17180.0,144.10426328390454,1.0,0.2939661903561677,240.0,21-19,München,Leipzig
min,3780.0,8.0,0.0,0.0,0.0,21-22,München,Nürnberg
mean,6624.588235294118,39.34939377185625,0.0,0.05465173542346469,0.0,21-22,München,Nürnberg
max,9222.0,50.75167876003714,0.0,0.3096931673996335,0.0,21-22,München,Nürnberg
min,9180.0,26.15445428513209,0.0,0.0,0.0,18-29,Köln,Würzburg
mean,22723.08117443869,59.04950587310694,0.8341968911917098,0.1375074180629,2965.972366148532,18-29,Köln,Würzburg
max,54803.0,89.23554903041305,1.0,0.5876765714449558,30981.0,18-29,Köln,Würzburg
min,11700.0,41.294523491553456,0.0,0.0,0.0,19-21,Leipzig,München
mean,23661.39375,105.99056134888454,0.85,0.07587472129177389,1942.153125,19-21,Leipzig,München
max,48821.0,144.10426328390454,1.0,0.3899083592920701,18841.0,19-21,Leipzig,München
min,10800.0,14.0,0.0,0.0,0.0,17-21,Karlsruhe,München
mean,11302.782608695652,60.90369368827795,0.42028985507246375,0.025439493131163705,64.92753623188406,17-21,Karlsruhe,München
max,12140.0,84.64587066278149,1.0,0.19503611400558848,540.0,17-21,Karlsruhe,München
min,6332.0,34.305940091587146,0.0,0.0,0.0,1-14,Aachen,Hagen
mean,15454.472727272727,41.455279871747955,1.606060606060606,0.11844009251924542,3399.6,1-14,Aachen,Hagen
max,37020.0,136.63738457832616,3.0,0.4766491528213535,26778.0,1-14,Aachen,Hagen
min,5280.0,23.19888743013833,0.0,0.0,0.0,20-18,Mannheim,Köln
mean,8713.653333333334,61.23907182788255,0.3466666666666667,0.0684959497862726,103.8,20-18,Mannheim,Köln
max,15287.0,74.44368122189573,1.0,0.5707995815522714,1557.0,20-18,Mannheim,Köln
min,2820.0,7.5740636959589605,0.0,0.0,0.0,12-14,Essen,Hagen
mean,5502.60593220339,25.57964055854383,0.9576271186440678,0.09085736384339457,525.8516949152543,12-14,Essen,Hagen
max,32340.0,326.41658529622987,2.0,0.3053475133452129,8100.0,12-14,Essen,Hagen
min,1800.0,3.806647045013903,0.0,0.0,0.0,9-13,Düsseldorf,Gelsenkirchen
mean,2731.777777777778,9.590922671125211,0.0,0.1272537975427901,0.0,9-13,Düsseldorf,Gelsenkirchen
max,4266.0,13.30432730665138,0.0,0.5090151901711604,0.0,9-13,Düsseldorf,Gelsenkirchen
min,1620.0,10.009483560830347,0.0,0.0,0.0,14-25,Hagen,Solingen
mean,1853.7209302325582,11.08224414490697,0.0,0.0,0.0,14-25,Hagen,Solingen
max,2975.0,14.36110655976934,0.0,0.0,0.0,14-25,Hagen,Solingen
min,7150.0,29.906561747098994,0.0,0.0,0.0,1-7,Aachen,Dortmund
mean,15911.660455486543,42.4882848650841,1.8095238095238095,0.21347378506457945,3317.445134575569,1-7,Aachen,Dortmund
max,38891.0,170.2874150357041,3.0,0.4766491528213535,26877.0,1-7,Aachen,Dortmund
min,9420.0,25.70797042001936,0.0,0.0,0.0,29-18,Würzburg,Köln
mean,11872.624505928854,73.26429618171821,0.5731225296442688,0.015164281325943538,241.4822134387352,29-18,Würzburg,Köln
max,17977.0,90.69781264545557,1.0,0.142094932424582,6480.0,29-18,Würzburg,Köln
min,3420.0,26.04948254504023,0.0,0.0,0.0,1-5,Aachen,Bonn
mean,5691.044776119403,27.298766875672655,0.8208955223880597,0.0,911.1940298507462,1-5,Aachen,Bonn
max,10620.0,28.208285619746256,1.0,0.0,7380.0,1-5,Aachen,Bonn
min,960.0,6.226809876611777,0.0,0.0,0.0,18-25,Köln,Solingen
mean,1135.8367346938776,7.205438966517752,0.0,0.0,0.0,18-25,Köln,Solingen
max,2006.0,10.067740859769346,0.0,0.0,0.0,18-25,Köln,Solingen
min,7180.0,13.19511973485914,0.0,0.0,0.0,29-16,Würzburg,Heidelberg
mean,11640.063157894738,27.482957913084878,1.0789473684210527,0.2912174529526828,851.7105263157895,29-16,Würzburg,Heidelberg
max,18039.0,58.90085989675846,2.0,0.6317246641289922,6360.0,29-16,Würzburg,Heidelberg
min,12780.0,21.76559561623325,0.0,0.0,0.0,22-18,Nürnberg,Köln
mean,17819.59756097561,83.17616504036535,0.6036585365853658,0.08968939304071204,815.0579268292682,22-18,Nürnberg,Köln
max,43218.0,123.09022139999992,1.0,0.6213537692339781,25973.0,22-18,Nürnberg,Köln
min,9720.0,24.95638768956548,0.0,0.0,0.0,20-7,Mannheim,Dortmund
mean,14538.992700729927,67.81333811091002,0.5912408759124088,0.1450482607293935,595.1435523114355,20-7,Mannheim,Dortmund
max,26758.0,108.59381979966473,1.0,0.4979835328761443,12600.0,20-7,Mannheim,Dortmund
min,6420.0,24.839794991849185,0.0,0.0,0.0,19-11,Leipzig,Erlangen
mean,19322.910602910604,62.52817956056051,1.2203742203742203,0.16562352205232173,2872.1101871101873,19-11,Leipzig,Erlangen
max,39845.0,87.33256686049364,2.0,0.34059709129949595,24900.0,19-11,Leipzig,Erlangen
min,2880.0,14.408861905318501,0.0,0.0,0.0,7-25,Dortmund,Solingen
mean,3050.5945945945946,15.359807456035588,0.0,0.0,0.0,7-25,Dortmund,Solingen
max,3672.0,20.27302613474052,0.0,0.0,0.0,7-25,Dortmund,Solingen
min,4380.0,9.199570884895305,0.0,0.0,0.0,19-3,Leipzig,Berlin
mean,17081.050632911392,24.944982246551778,1.4367088607594938,0.17685641335370036,3717.5464135021098,19-3,Leipzig,Berlin
max,53762.0,56.01427340237528,2.0,0.3789003752790372,45451.0,19-3,Leipzig,Berlin
min,7233.0,11.656336186748714,0.0,0.0,0.0,16-29,Heidelberg,Würzburg
mean,11289.44366197183,30.874113362587515,1.1056338028169015,0.33929930392774854,934.612676056338,16-29,Heidelberg,Würzburg
max,16239.0,58.90085989675844,2.0,0.6317246641289922,7500.0,16-29,Heidelberg,Würzburg
min,8640.0,21.430137651099628,0.0,0.0,0.0,23-20,Oberhausen,Mannheim
mean,16019.281173594132,59.25488164907685,0.8533007334963325,0.008146113149692642,1432.3349633251835,23-20,Oberhausen,Mannheim
max,33957.0,94.75580039911257,1.0,0.08098922684382094,18180.0,23-20,Oberhausen,Mannheim
min,9660.0,24.358837896101953,0.0,0.0,0.0,29-19,Würzburg,Leipzig
mean,12113.28,80.05147242408086,0.6,0.12341045714242099,89.0,29-19,Würzburg,Leipzig
max,14950.0,124.10993852242323,1.0,0.3481864075859607,2400.0,29-19,Würzburg,Leipzig
min,2700.0,12.57406369595896,0.0,0.0,0.0,18-14,Köln,Hagen
mean,8430.6,16.642445202515802,0.65,0.11618323100020493,1463.55,18-14,Köln,Hagen
max,29790.0,23.16723480000002,2.0,0.4766491528213535,21708.0,18-14,Köln,Hagen
min,1740.0,10.009483560830347,0.0,0.0,0.0,25-14,Solingen,Hagen
mean,1958.857142857143,12.23005982651168,0.0,0.0,0.0,25-14,Solingen,Hagen
max,3002.0,15.544033859769351,0.0,0.0,0.0,25-14,Solingen,Hagen
min,9300.0,24.867483933782374,0.0,0.0,0.0,6-14,Darmstadt,Hagen
mean,15627.861861861862,44.549652223441974,1.4234234234234233,0.16209295210251778,896.9879879879879,6-14,Darmstadt,Hagen
max,20897.0,82.07318926276301,2.0,0.3736065020725989,7489.0,6-14,Darmstadt,Hagen
min,2145.0,10.951165081692158,0.0,0.0,0.0,28-4,Wuppertal,Bochum
mean,7650.816,16.602711072209363,0.808,0.07605323524422043,1651.232,28-4,Wuppertal,Bochum
max,25056.0,34.98033954471592,1.0,0.31688848018425153,20749.0,28-4,Wuppertal,Bochum
min,2641.0,13.19634634996018,0.0,0.0,0.0,13-28,Gelsenkirchen,Wuppertal
mean,7851.779527559055,30.803536476237827,1.5590551181102361,0.1307126512839571,762.5433070866142,13-28,Gelsenkirchen,Wuppertal
max,36420.0,128.93854650487629,7.0,0.7711862641187386,2089.0,13-28,Gelsenkirchen,Wuppertal
min,3820.0,10.083376239698053,0.0,0.0,0.0,14-8,Hagen,Duisburg
mean,14250.609022556391,14.223143711879114,1.7794486215538847,0.26529297448595557,4263.110275689223,14-8,Hagen,Duisburg
max,36091.0,35.360140747893354,3.0,0.617015282746774,29349.0,14-8,Hagen,Duisburg
min,8640.0,16.018425710820026,0.0,0.0,0.0,5-17,Bonn,Karlsruhe
mean,13202.825,51.32709788839242,1.175,0.06273123411726383,617.875,5-17,Bonn,Karlsruhe
